gene	avg_corr	module
ENSG00000100441.9	0.597217765955839	18
ENSG00000131051.22	0.696338663071497	27
ENSG00000213339.8	0.735499303031461	14
ENSG00000135127.11	0.654193107658304	26
ENSG00000166006.12	0.564509920525072	11
ENSG00000162374.16	0.604420239919362	11
ENSG00000180353.10	0.69548342511383	5
ENSG00000143119.12	0.705716832703532	5
ENSG00000011600.11	0.712589743332568	5
ENSG00000162511.7	0.713861472935398	5
ENSG00000182827.8	0.666635535835031	12
ENSG00000106052.13	0.667415415278373	12
ENSG00000184144.11	0.786681148483128	4
ENSG00000204655.11	0.786749044022455	4
ENSG00000169247.11	0.790646324262244	4
ENSG00000244274.7	0.79682627312075	4
ENSG00000169258.6	0.651188347188046	19
ENSG00000172771.11	0.646347347182252	10
ENSG00000181378.13	0.646380149815528	10
ENSG00000107758.15	0.653563936367894	15
ENSG00000182400.14	0.653813576291971	15
ENSG00000169635.9	0.700332018833501	8
ENSG00000163462.17	0.702853998979748	8
ENSG00000177679.15	0.703318955477841	8
ENSG00000164209.16	0.503334721559459	3
ENSG00000136143.14	0.516544917799672	3
ENSG00000135018.13	0.521489686486978	3
ENSG00000141404.15	0.740216634326662	1
ENSG00000168490.13	0.740991442591932	1
ENSG00000189410.11	0.741566483138847	1
ENSG00000088899.14	0.742723797689862	1
ENSG00000185760.15	0.744878823056595	1
ENSG00000204131.9	0.746727302940013	1
ENSG00000135824.12	0.746776881171734	1
ENSG00000163995.19	0.760958053121865	1
ENSG00000184368.15	0.686986413608507	7
ENSG00000147416.10	0.688103488505201	7
ENSG00000089818.17	0.693296260435565	7
ENSG00000113327.15	0.701399550537183	7
ENSG00000127054.20	0.692678214419207	16
ENSG00000167615.16	0.709918742283445	16
ENSG00000135316.17	0.682924568499657	9
ENSG00000159658.10	0.683237665496732	9
ENSG00000084093.16	0.683336134680305	9
ENSG00000134352.19	0.689398790995548	9
ENSG00000112531.16	0.703247060248542	9
ENSG00000158710.14	0.602265911265626	6
ENSG00000143570.17	0.605398537463646	6
ENSG00000060138.12	0.608002749696403	6
ENSG00000067182.7	0.612513258438382	6
ENSG00000117394.20	0.642330906767168	13
ENSG00000149564.11	0.652632600037736	13
ENSG00000109472.13	0.601611404913826	2
ENSG00000176244.6	0.605524918312707	2
ENSG00000119711.12	0.60644085675793	2
ENSG00000126016.15	0.607889774862894	2
ENSG00000146648.17	0.608280524450326	2
ENSG00000164188.8	0.614006268201695	2
ENSG00000162407.8	0.625466232613885	2
