gene	avg_corr	module
ENSG00000127125.8	0.660678432882043	22
ENSG00000134419.15	0.59765558391642	11
ENSG00000140612.13	0.607406073428968	11
ENSG00000087053.18	0.584270625963897	16
ENSG00000132963.7	0.650744947330309	21
ENSG00000175215.10	0.593748105607129	17
ENSG00000171860.4	0.631881982513004	5
ENSG00000011600.11	0.633646505808408	5
ENSG00000165025.14	0.636714661977663	5
ENSG00000162511.7	0.643615868580528	5
ENSG00000083937.8	0.509278354870088	9
ENSG00000172239.13	0.515924853906962	9
ENSG00000135932.10	0.594169378442623	24
ENSG00000132463.13	0.597098424869745	24
ENSG00000136143.14	0.611055343886739	24
ENSG00000135018.13	0.613859463522792	24
ENSG00000150760.12	0.688490225416714	20
ENSG00000116030.16	0.709683753015009	12
ENSG00000004779.9	0.718141823908706	12
ENSG00000073169.13	0.556728354884362	2
ENSG00000103723.12	0.557024559978414	2
ENSG00000169635.9	0.56012125161608	2
ENSG00000162650.16	0.563259285022131	2
ENSG00000215788.9	0.564080589072676	2
ENSG00000214548.14	0.567437694306753	2
ENSG00000167549.18	0.568868654968343	2
ENSG00000188191.14	0.765204566778812	8
ENSG00000198853.11	0.772711629012212	8
ENSG00000106976.20	0.779633100989257	8
ENSG00000099364.16	0.701514464340664	7
ENSG00000124507.10	0.702684683232494	7
ENSG00000107954.10	0.715862402926812	7
ENSG00000133265.10	0.576669943643189	19
ENSG00000169933.13	0.767172385708477	4
ENSG00000165152.8	0.768882065082424	4
ENSG00000107518.16	0.772265268784537	4
ENSG00000171132.13	0.773661039058193	4
ENSG00000073969.18	0.778413426298597	4
ENSG00000113327.15	0.782181509154303	4
ENSG00000108055.9	0.593178584898514	18
ENSG00000113658.16	0.601719098013398	18
ENSG00000109046.14	0.636019299836452	14
ENSG00000114857.17	0.637170652643876	14
ENSG00000145623.12	0.577301479592267	13
ENSG00000060138.12	0.593813724527725	13
ENSG00000105397.13	0.602353663668877	6
ENSG00000102125.15	0.606167341282504	6
ENSG00000104852.14	0.613316548322747	6
ENSG00000167615.16	0.622221659367665	6
ENSG00000150867.13	0.715286624167345	3
ENSG00000147488.11	0.717171532694426	3
ENSG00000244274.7	0.720341702157008	3
ENSG00000136541.14	0.724116841767171	3
ENSG00000080822.16	0.727137582139993	3
ENSG00000070214.15	0.733222496718007	3
ENSG00000166265.11	0.667812871502655	15
ENSG00000149564.11	0.687493588066437	15
ENSG00000138696.10	0.679431349154656	1
ENSG00000077585.13	0.680424073818622	1
ENSG00000170989.8	0.682477856254502	1
ENSG00000197977.3	0.682903892065887	1
ENSG00000134250.19	0.682919835829086	1
ENSG00000138029.13	0.683475458061356	1
ENSG00000162407.8	0.684794160935878	1
ENSG00000262655.3	0.686941862558893	1
ENSG00000105854.12	0.688369514326776	1
ENSG00000185432.11	0.693572659504994	1
ENSG00000073712.14	0.695627403892752	1
