gene	avg_corr	module
ENSG00000060138.12	0.743460442770552	19
ENSG00000183255.11	0.643121950116753	11
ENSG00000147065.16	0.646335014393806	11
ENSG00000184545.10	0.794683655119011	18
ENSG00000143119.12	0.690258656713247	9
ENSG00000011600.11	0.69722467962771	9
ENSG00000162511.7	0.707217040495279	9
ENSG00000173786.16	0.664397982056048	5
ENSG00000204655.11	0.666759035406668	5
ENSG00000065361.14	0.668818472202575	5
ENSG00000147459.17	0.668967833765426	5
ENSG00000184144.11	0.669331552907051	5
ENSG00000141540.10	0.670375729210656	5
ENSG00000124920.13	0.671305285927175	5
ENSG00000188735.12	0.600526818104395	10
ENSG00000198598.6	0.601462262087523	10
ENSG00000177679.15	0.610163876348913	10
ENSG00000136531.15	0.771699707156686	4
ENSG00000184368.15	0.77187799972709	4
ENSG00000110427.14	0.773515523110599	4
ENSG00000186487.17	0.774668849750753	4
ENSG00000149575.5	0.775034304972461	4
ENSG00000151948.11	0.777612241645012	4
ENSG00000166206.14	0.779625377794381	4
ENSG00000166111.9	0.780581572029776	4
ENSG00000075340.22	0.787939927174872	4
ENSG00000083168.9	0.583576783248388	7
ENSG00000141068.13	0.585307601114507	7
ENSG00000175215.10	0.587215213948076	7
ENSG00000076108.11	0.598943744945447	7
ENSG00000159658.10	0.638290059522883	14
ENSG00000113658.16	0.647796196918097	14
ENSG00000266412.5	0.666634018501014	14
ENSG00000146067.15	0.571218940922423	6
ENSG00000105397.13	0.57166061970999	6
ENSG00000182979.17	0.572627076304575	6
ENSG00000104852.14	0.573623952653481	6
ENSG00000127054.20	0.576715448825978	6
ENSG00000167615.16	0.591154804833508	6
ENSG00000151150.21	0.575137088064758	15
ENSG00000116675.15	0.577115010715841	15
ENSG00000089472.16	0.58589908464063	2
ENSG00000162599.15	0.586503187532896	2
ENSG00000185432.11	0.586709313610024	2
ENSG00000153904.18	0.588871766795608	2
ENSG00000148053.15	0.590822747626782	2
ENSG00000170989.8	0.592812191344601	2
ENSG00000100427.15	0.595955930812076	2
ENSG00000162407.8	0.598375976080886	2
ENSG00000134250.19	0.59873561029521	2
ENSG00000173402.11	0.602082110969117	2
ENSG00000069122.18	0.636188183227163	13
ENSG00000149564.11	0.65533562308321	13
ENSG00000085433.15	0.623454174471738	8
ENSG00000136143.14	0.623969870615804	8
ENSG00000104388.14	0.623973824509333	8
ENSG00000138757.14	0.624632588141108	8
ENSG00000198961.9	0.624632873974868	8
ENSG00000116750.13	0.632096017442785	8
ENSG00000092850.11	0.538591633515768	3
ENSG00000203780.10	0.540031702272833	3
ENSG00000197748.12	0.54017629422848	3
ENSG00000105519.15	0.540839556685503	3
ENSG00000157856.10	0.541576331793644	3
ENSG00000137098.13	0.542880278400625	3
ENSG00000140527.14	0.543474057337405	3
ENSG00000171962.17	0.545897511679256	3
ENSG00000114473.13	0.557204860531628	3
